Uniprot Accession,Description,Gene,proteinMW,Peptides.used.for.quantitation,Confidence.score,medianRatio_MG1655.LB_vs_BW25113.Glucose,medianRatio_NCM3722.LB_vs_BW25113.Glucose,medianRatio_MG1655.Glucose_vs_BW25113.Glucose,medianRatio_NCM3722.Glucose_vs_BW25113.Glucose,medianRatio_BW25113.LB_vs_BW25113.Glucose,qvalue_MG1655.LB_vs_BW25113.Glucose,qvalue_NCM3722.LB_vs_BW25113.Glucose,qvalue_MG1655.Glucose_vs_BW25113.Glucose,qvalue_NCM3722.Glucose_vs_BW25113.Glucose,qvalue_BW25113.LB_vs_BW25113.Glucose,Copies/Cell_MG1655.LB,Copies/Cell_MG1655.Glucose,Copies/Cell_NCM3722.LB,Copies/Cell_NCM3722.Glucose,Copies/Cell_BW25113.LB,Copies/Cell_BW25113.Glucose,cv_MG1655.LB,cv_NCM3722.LB,cv_MG1655.Glucose,cv_NCM3722.Glucose,cv_BW25113.LB,cv_BW25113.Glucose,rawInt_A14.07016.1,rawInt_A14.07017.1,rawInt_A14.07018.1,rawInt_A14.07020.1,rawInt_A14.07021.1,rawInt_A14.07022.1,rawInt_A14.07024.1,rawInt_A14.07025.1,rawInt_A14.07026.1,rawInt_A14.07028.1,rawInt_A14.07029.1,rawInt_A14.07030.1,rawInt_A14.07032.1,rawInt_A14.07033.1,rawInt_A14.07034.1,rawInt_A14.07036.1,rawInt_A14.07037.1,rawInt_A14.07038.1,normInt_A14.07016.1,normInt_A14.07017.1,normInt_A14.07018.1,normInt_A14.07020.1,normInt_A14.07021.1,normInt_A14.07022.1,normInt_A14.07024.1,normInt_A14.07025.1,normInt_A14.07026.1,normInt_A14.07028.1,normInt_A14.07029.1,normInt_A14.07030.1,normInt_A14.07032.1,normInt_A14.07033.1,normInt_A14.07034.1,normInt_A14.07036.1,normInt_A14.07037.1,normInt_A14.07038.1,medianNormInt_MG1655.LB,medianNormInt_NCM3722.LB,medianNormInt_MG1655.Glu,medianNormInt_NCM3722.Glu,medianNormInt_BW25113.LB,medianNormInt_BW25113.Glu
P31475,Uncharacterized HTH-type transcriptional regulator yieP OS=Escherichia coli (strain K12) GN=yieP PE=4 SV=3,yieP,26041.25646,2,106.21,1.20,1.11,0.67,0.58,1.56,0.42,0.56,0.31,0.01,0.03,132,53,127,53,178,74,4.25,10.09,25.94,17.28,4.08,19.51,189510.27,174970.44,152787.02,181852.02,218356.41,177431.32,153604.67,68318.02,88768.52,87468.48,78328.59,90041.13,213643.32,218034.26,166458.82,135003.90,145021.74,115398.85,189510.27,175767.38,189221.38,198064.46,174621.58,162687.61,160371.29,105426.79,104433.90,90685.12,67316.67,93901.87,248773.57,244670.69,230033.58,202734.55,157104.17,139832.03,189221.38,174621.58,105426.79,90685.12,244670.69,157104.17
P0AEG1,Dipeptide transport system permease protein dppC OS=Escherichia coli (strain K12) GN=dppC PE=1 SV=1,dppC,32269.29171,2,81.11,0.39,0.48,1.18,1.40,0.43,0.00,0.00,0.22,0.04,0.21,42,90,53,126,48,72,9.71,20.17,1.94,23.67,68.89,10.17,66431.57,74153.88,49666.83,96894.70,101741.17,78282.50,191323.22,125957.81,171571.89,228813.09,394681.43,214535.59,176808.49,57715.48,53255.03,112711.09,172651.93,125891.50,66431.57,74491.63,61510.63,105533.05,81363.33,71777.59,199751.44,194375.17,201849.94,237227.67,339194.63,223734.34,205881.83,64766.36,73594.45,169257.57,187036.36,152546.27,66431.57,81363.33,199751.44,237227.67,73594.45,169257.57
P15373,Antitoxin PrlF OS=Escherichia coli (strain K12) GN=sohA PE=1 SV=1,sohA,12333.17817,2,103.36,1.09,1.07,1.04,1.00,1.00,0.71,0.67,0.97,0.81,0.93,114,78,116,88,109,70,5.47,5.08,11.68,15.25,8.62,8.61,115514.33,125843.43,103212.60,116883.70,156166.17,125977.74,101242.18,78555.87,113666.45,104816.82,135819.02,138577.02,93276.82,114810.19,84425.40,77486.94,101955.59,107625.97,115514.33,126416.61,127825.19,127304.10,124887.49,115509.58,105702.12,121225.60,133725.68,108671.44,116724.73,144518.86,108614.71,128836.12,116669.56,116361.67,110449.98,130413.42,126416.61,124887.49,121225.60,116724.73,116669.56,116361.67
P0ACL0,Glycerol-3-phosphate regulon repressor OS=Escherichia coli (strain K12) GN=glpR PE=1 SV=1,glpR,28012.40604,2,86.45,0.04,1.40,0.01,1.10,1.28,0.02,0.02,0.00,0.20,0.60,4,1,149,95,136,69,121.33,20.83,22.33,4.08,39.93,15.33,1810.89,8570.98,32397.29,367969.91,342460.35,324420.61,2472.93,1174.52,1500.24,225020.84,259789.06,232321.32,232581.32,297643.56,101110.33,110060.68,205737.09,175279.28,1810.89,8610.01,40122.91,400775.11,273868.62,297462.77,2581.86,1812.49,1764.99,233295.95,223266.28,242282.68,270825.62,334005.56,139726.88,165277.47,222877.99,212390.83,8610.01,297462.77,1812.49,233295.95,270825.62,212390.83
P0A8J2,Primosomal protein 1 OS=Escherichia coli (strain K12) GN=dnaT PE=1 SV=2,dnaT,19425.00867,2,93.89,1.35,2.19,1.27,1.87,1.67,0.40,0.03,0.82,0.18,0.24,138,93,233,161,178,69,10.14,19.55,1.95,25.14,19.35,30.95,212012.37,254424.86,177473.85,388715.06,446680.92,310362.56,197869.37,130285.23,177499.25,293712.83,239650.98,331315.87,174626.13,268080.56,196523.60,179054.03,150097.59,134323.90,212012.37,255583.69,219795.15,423369.72,357214.74,284572.88,206585.96,201053.15,208823.34,304514.08,205959.34,345521.86,203340.62,300830.95,271580.85,268884.36,162602.91,162764.04,219795.15,357214.74,206585.96,304514.08,271580.85,162764.04
P76539,Acetyltransferase YpeA OS=Escherichia coli (strain K12) GN=ypeA PE=3 SV=2,ypeA,16283.10396,2,115.64,0.67,0.63,0.55,0.61,1.04,0.03,0.01,0.15,0.07,0.24,67,40,66,52,108,68,6.20,9.55,27.09,22.26,8.79,10.73,84527.75,84576.34,76039.73,73524.70,118335.40,88392.87,62701.81,45885.53,89847.47,69441.56,91006.89,103391.91,111817.44,135779.11,95959.28,85053.59,98105.03,107092.52,84527.75,84961.56,94172.54,80079.56,94633.88,81047.83,65463.96,70809.48,105703.25,71995.26,78212.57,107825.10,130204.04,152366.74,132608.52,127724.47,106278.62,129767.02,84961.56,81047.83,70809.48,78212.57,132608.52,127724.47
P0AA47,Inner membrane transport protein YeeF OS=Escherichia coli (strain K12) GN=yeeF PE=1 SV=1,yeeF,49487.01122,2,49.83,0.58,2.47,0.59,2.63,1.16,0.43,0.00,0.05,0.01,0.19,57,42,252,218,118,66,77.49,11.24,18.29,24.87,42.04,3.09,247440.36,56392.88,72852.20,387238.43,483280.97,366868.08,117013.75,56902.80,79198.64,409075.37,478908.33,250036.35,150972.68,161195.55,253079.75,102406.89,150725.83,129239.33,247440.36,56649.74,90224.90,421761.45,386484.13,336383.06,122168.47,87811.08,93175.18,424119.06,411580.38,260757.28,175797.74,180888.20,349737.21,153783.81,163283.50,156602.93,90224.90,386484.13,93175.18,411580.38,180888.20,156602.93
P0AAV4,Uncharacterized protein ybgJ OS=Escherichia coli (strain K12) GN=ybgJ PE=4 SV=1,ybgJ,23913.50252,2,63.27,0.64,0.90,1.12,1.50,0.64,0.01,0.35,0.50,0.00,0.01,63,78,91,123,64,65,12.48,19.27,30.57,1.63,12.97,3.25,68755.74,79304.84,71400.34,81566.69,164352.08,121599.18,132633.01,133034.37,97906.06,173659.85,215427.72,177714.80,71978.50,57756.97,56925.65,79029.73,116841.68,102099.21,68755.74,79666.05,88426.82,88838.51,131433.84,111494.86,138475.79,205295.56,115183.98,180046.17,185141.53,185334.76,83814.22,64812.93,78666.97,118678.47,126576.30,123716.49,79666.05,111494.86,138475.79,185141.53,78666.97,123716.49
P67697,Antitoxin HicB OS=Escherichia coli (strain K12) GN=hicB PE=1 SV=2,hicB,15218.98275,2,39.39,0.26,0.38,0.83,1.16,0.70,0.02,0.05,0.89,0.23,0.28,25,56,36,91,68,63,36.63,53.00,34.47,13.74,36.21,38.47,17525.00,35786.00,18983.31,34559.04,42003.41,11747.29,71295.38,30232.55,82080.70,97504.10,149500.03,98972.07,53770.44,26889.24,45428.48,30306.02,96656.54,73696.75,17525.00,35948.99,23510.17,37640.05,33590.50,10771.14,74436.10,46654.17,96565.84,101089.80,128482.37,103215.75,62612.13,30174.20,62778.74,45510.37,104709.45,89300.43,23510.17,33590.50,74436.10,103215.75,62612.13,89300.43
P0A6I9,Dephospho-CoA kinase OS=Escherichia coli (strain K12) GN=coaE PE=1 SV=1,coaE,22589.85479,2,64.89,0.62,0.79,0.96,0.84,0.85,0.01,0.01,0.60,0.10,0.14,58,64,77,66,82,63,16.75,4.13,25.39,14.24,12.99,4.02,61324.57,73402.80,69451.59,80573.92,118091.84,102806.23,109051.62,111810.73,96792.00,101818.33,92806.91,95608.56,93181.90,89521.63,60550.60,79017.76,109523.99,91259.25,61324.57,73737.13,86013.37,87757.24,94439.10,94263.52,113855.59,172543.73,113873.32,105562.68,79759.53,99708.01,108504.18,100458.15,83676.38,118660.49,118648.94,110581.40,73737.13,94263.52,113873.32,99708.01,100458.15,118648.94
P0A944,Ribosomal-protein-alanine acetyltransferase OS=Escherichia coli (strain K12) GN=rimI PE=3 SV=1,rimI,16581.3683,2,144.82,1.00,0.73,0.72,1.08,0.96,0.59,0.22,0.43,0.95,0.54,90,46,68,82,89,60,59.66,20.89,54.06,20.36,19.20,16.63,184571.64,41613.20,115176.71,126356.77,116195.43,113342.66,37936.88,66675.50,119441.67,103201.70,184172.40,147658.56,117147.15,120246.23,134878.34,104395.70,103503.50,117715.72,184571.64,41802.73,142642.32,137621.72,92922.53,103924.42,39608.09,102892.08,140520.07,106996.93,158280.29,153989.79,136410.13,134936.26,186391.73,156770.40,112126.86,142639.44,142642.32,103924.42,102892.08,153989.79,136410.13,142639.44
P76402,UPF0339 protein yegP OS=Escherichia coli (strain K12) GN=yegP PE=1 SV=2,yegP,11998.96227,2,114.44,0.01,0.02,0.09,0.04,0.03,0.00,0.00,0.17,0.01,0.01,1,6,2,3,3,60,66.77,56.15,97.39,57.40,86.73,56.01,1326.55,2437.62,434.71,991.09,2374.27,3759.96,23400.07,6968.10,874.99,4047.52,3057.35,7865.89,9391.55,3129.73,1477.96,20484.70,107388.66,94069.98,1326.55,2448.72,538.37,1079.45,1898.72,3447.53,24430.90,10753.01,1029.40,4196.37,2627.53,8203.16,10935.84,3512.08,2042.42,30761.75,116335.70,113987.24,1326.55,1898.72,10753.01,4196.37,3512.08,113987.24
P64564,Uncharacterized protein yggT OS=Escherichia coli (strain K12) GN=yggT PE=3 SV=1,yggT,21134.83764,2,138.66,0.30,0.67,0.54,1.80,0.78,0.00,0.03,0.20,0.17,0.18,26,34,60,132,71,59,28.47,16.31,33.63,37.64,37.76,13.01,41977.23,24220.38,23753.17,59659.80,94670.47,59429.72,83093.54,31462.35,44513.67,193836.05,202556.71,85663.38,71258.60,33101.83,54917.64,53965.98,89518.01,86809.67,41977.23,24330.70,29417.47,64978.58,75708.82,54491.38,86753.99,48551.96,52369.20,200964.35,174080.01,89336.41,82975.94,37145.76,75892.06,81040.38,96976.17,105189.72,29417.47,64978.58,52369.20,174080.01,75892.06,96976.17
P0AAS0,Inner membrane protein ylaC OS=Escherichia coli (strain K12) GN=ylaC PE=1 SV=2,ylaC,18237.49967,2,223.69,7.19,6.88,1.57,0.55,8.33,0.00,0.00,0.13,0.01,0.00,602,94,596,38,724,56,15.44,1.70,19.19,14.99,7.50,5.26,670689.67,627849.60,676872.58,588605.78,823206.80,695731.34,140112.86,66760.41,125551.52,49082.85,59266.33,62693.42,691152.37,691750.99,503035.85,56940.75,87031.97,76936.71,670689.67,630709.26,838282.99,641081.08,658325.88,637919.32,146285.14,103023.12,147708.16,50887.86,50934.29,65381.56,804801.39,776259.63,695157.75,85507.58,94283.01,93226.38,670689.67,641081.08,146285.14,50934.29,776259.63,93226.38
P22186,Protein MraZ OS=Escherichia coli (strain K12) GN=mraZ PE=3 SV=1,mraZ,17356.92635,2,62.9,0.20,0.20,0.81,0.90,0.33,0.01,0.00,0.49,0.38,0.00,16,48,17,62,29,56,56.35,34.15,80.08,48.74,10.86,5.80,23165.35,30790.74,6458.57,22656.28,15289.99,25659.07,114743.79,4506.81,81791.24,118025.09,46552.19,101844.92,33814.14,29539.40,29592.84,78903.19,98711.70,97728.12,23165.35,30930.98,7998.72,24676.13,12227.54,23526.92,119798.51,6954.80,96225.31,122365.44,40007.59,106211.78,39374.34,33148.12,40895.08,118488.45,106935.83,118419.92,23165.35,23526.92,96225.31,106211.78,39374.34,118419.92
P13857,Ribosomal-protein-serine acetyltransferase OS=Escherichia coli (strain K12) GN=rimL PE=1 SV=1,rimL,20649.48074,2,75.27,0.60,0.62,0.84,0.67,0.81,0.04,0.01,0.58,0.06,0.33,49,49,53,46,70,55,16.64,3.65,8.58,15.61,5.88,15.99,79727.88,85771.15,87802.35,82513.99,105221.31,97641.23,110045.36,78228.95,115167.12,92622.97,95661.81,107797.28,110654.39,103459.58,84717.53,75711.47,132757.53,129327.29,79727.88,86161.81,108740.14,89870.27,84146.43,89527.70,114893.10,120721.10,135491.18,96029.17,82213.07,112419.36,128849.75,116098.85,117073.26,113695.46,143818.17,156709.51,86161.81,89527.70,120721.10,96029.17,117073.26,143818.17
Q5H776,Gamma-glutamyl-gamma-aminobutyrate hydrolase OS=Escherichia coli (strain K12) GN=puuD PE=4 SV=1,puuD,27977.37842,2,88.32,0.11,0.03,1.14,0.35,0.13,0.02,0.00,0.72,0.00,0.00,9,67,3,24,11,55,77.63,51.05,67.85,28.77,4.37,9.58,1664.33,19332.35,11435.17,2932.70,5067.98,8810.99,164225.74,16810.50,126254.58,43911.57,39228.07,57963.05,14846.11,14158.90,11784.14,86553.69,120256.19,90511.77,1664.33,19420.40,14162.05,3194.15,4052.91,8078.83,171460.25,25941.57,148535.29,45526.41,33713.14,60448.36,17287.31,15888.64,16284.79,129977.16,130275.29,109675.65,14162.05,4052.91,148535.29,45526.41,16284.79,129977.16
P0AGJ2,tRNA guanosine-2'-O-methyltransferase OS=Escherichia coli (strain K12) GN=trmH PE=1 SV=1,trmH,25308.74949,2,69.15,1.20,1.43,1.12,1.07,1.34,0.15,0.00,0.73,0.39,0.01,97,65,120,73,113,55,25.41,1.96,12.96,7.85,6.19,2.86,266427.74,184645.48,135673.86,203622.32,286952.11,242084.24,134554.24,112792.02,153165.15,148068.84,192726.64,172203.06,178040.88,193691.93,138996.83,106817.88,143075.09,125082.06,266427.74,185486.48,168027.32,221775.63,229478.18,221968.17,140481.65,174058.03,180194.89,153514.05,165631.91,179586.70,207316.88,217354.54,192083.18,160407.77,154995.33,151565.45,185486.48,221968.17,174058.03,165631.91,207316.88,154995.33
P0A8Y1,Pyrimidine 5'-nucleotidase YjjG OS=Escherichia coli (strain K12) GN=yjjG PE=1 SV=1,yjjG,25266.64985,2,118.88,0.82,1.31,0.21,0.82,0.62,0.61,0.25,0.82,0.51,0.72,64,12,107,54,51,53,23.63,26.26,78.76,24.56,45.80,77.82,95356.34,91506.42,48471.29,103153.04,239016.96,160782.18,21244.75,15563.49,68717.73,74493.03,144732.20,88625.07,60443.12,40561.37,83292.36,5834.36,103953.05,103950.11,95356.34,91923.20,60030.00,112349.32,191144.01,147421.93,22180.63,24017.22,80844.65,77232.50,124384.84,92425.09,70382.03,45516.60,115103.79,8761.43,112613.85,125959.27,91923.20,147421.93,24017.22,92425.09,70382.03,112613.85
P45531,Protein tusC OS=Escherichia coli (strain K12) GN=tusC PE=1 SV=1,tusC,13018.79152,2,91.24,0.66,0.59,1.26,1.16,0.58,0.05,0.02,0.32,0.97,0.02,51,69,47,75,47,52,27.71,20.39,58.92,35.15,22.94,10.32,54744.85,48594.26,24941.05,37186.22,54391.88,63893.49,79453.04,144690.18,78799.56,93447.46,53410.12,81798.97,43966.29,38331.98,23132.02,42397.48,72116.50,60882.33,54744.85,48815.59,30888.62,40501.44,43497.67,58584.24,82953.12,223282.54,92705.67,96883.98,45901.39,85306.30,51195.84,43014.86,31966.71,63668.04,78124.86,73772.83,48815.59,43497.67,92705.67,85306.30,43014.86,73772.83
P76561,Esterase YpfH OS=Escherichia coli (strain K12) GN=ypfH PE=3 SV=2,ypfH,24821.4456,2,63.26,0.59,0.39,0.83,0.69,0.70,0.03,0.00,0.32,0.02,0.05,43,43,29,43,53,49,14.70,8.04,8.92,3.72,16.46,11.97,46889.90,47857.19,48972.63,28771.90,37009.70,37781.04,64588.97,44351.95,49291.97,55363.69,62123.56,53986.77,52965.75,39471.54,40802.66,54005.77,75728.80,54282.74,46889.90,48075.17,60650.89,31336.96,29596.99,34641.61,67434.25,68442.90,57990.74,57399.68,53389.83,56301.59,61675.13,44293.63,56386.21,81100.14,82038.11,65775.92,48075.17,31336.96,67434.25,56301.59,56386.21,81100.14
P0AEX3,Alpha-ketoglutarate permease OS=Escherichia coli (strain K12) GN=kgtP PE=1 SV=1,kgtP,47003.44462,2,166.15,0.77,0.07,0.89,0.04,1.13,0.13,0.00,0.39,0.00,0.90,54,45,5,3,83,48,28.74,32.06,5.32,23.65,25.36,9.12,112359.98,71454.36,105570.07,15661.80,12732.32,11023.69,131992.12,84308.79,105355.81,6332.17,5443.42,7298.34,157848.98,97541.54,120163.05,105938.96,135442.01,109314.22,112359.98,71779.81,130744.83,17058.08,10182.15,10107.68,137806.66,130103.37,123948.42,6565.03,4678.15,7611.28,183804.73,109457.83,166056.31,159087.90,146726.31,132459.12,112359.98,10182.15,130103.37,6565.03,166056.31,146726.31
P63386,Probable phospholipid import ATP-binding protein MlaF OS=Escherichia coli (strain K12) GN=mlaF PE=1 SV=1,mlaF,29060.05549,2,127,1.47,1.13,1.15,0.78,1.42,0.05,0.51,0.63,0.16,0.03,102,57,81,46,102,47,13.98,29.05,12.05,8.61,4.94,16.13,247680.34,186291.09,184133.53,211315.05,159038.81,190675.53,170774.66,115956.20,122195.25,130521.58,132998.32,116771.74,177467.59,196009.65,164965.04,83999.10,143436.72,144349.17,247680.34,187139.59,228042.93,230154.17,127184.77,174831.29,178297.67,178940.92,143759.59,135321.49,114300.58,121778.62,206649.31,219955.42,227969.29,126140.94,155387.10,174911.94,228042.93,174831.29,178297.67,121778.62,219955.42,155387.10
P21369,Pyrazinamidase/nicotinamidase OS=Escherichia coli (strain K12) GN=pncA PE=3 SV=1,pncA,23329.25303,2,80.33,0.88,0.53,0.78,0.78,0.88,0.34,0.00,0.19,0.11,0.71,61,38,38,46,63,47,13.33,5.44,8.24,23.52,21.20,15.45,87153.24,80614.86,84250.20,47990.73,67905.72,53160.63,85163.37,50096.84,65734.50,88462.94,65778.95,74513.50,74916.16,109547.73,62313.28,61128.40,91554.71,101279.41,87153.24,80982.04,104340.92,52269.20,54304.82,48743.23,88915.01,77308.29,77334.96,91716.16,56531.33,77708.45,87234.94,122930.77,86112.28,91796.15,99182.56,122723.11,87153.24,52269.20,77334.96,77708.45,87234.94,99182.56
P29208,o-succinylbenzoate synthase OS=Escherichia coli (strain K12) GN=menC PE=1 SV=2,menC,35436.28815,2,126.25,0.37,0.25,0.13,1.14,0.75,0.01,0.01,0.01,0.55,0.29,26,6,18,66,53,46,18.94,41.48,40.17,38.35,31.32,32.12,73093.13,65131.90,40189.33,39733.13,91160.12,36172.32,21065.03,9579.94,28409.84,120264.12,324307.87,190936.48,111870.64,122657.57,52602.81,69243.81,161282.95,169060.69,73093.13,65428.56,49773.08,43275.41,72901.57,33166.57,21992.99,14783.53,33423.46,124686.82,278714.63,199123.35,130265.99,137642.19,72693.14,103983.01,174720.18,204855.60,65428.56,43275.41,21992.99,199123.35,130265.99,174720.18
P07117,Sodium/proline symporter OS=Escherichia coli (strain K12) GN=putP PE=1 SV=1,putP,54290.62984,2,176.22,1.47,1.21,0.87,2.35,3.44,0.56,0.26,0.26,0.00,0.02,100,42,86,135,244,46,42.39,5.22,7.54,2.91,54.05,15.24,127156.05,239045.28,258905.74,181711.41,264903.89,208729.43,151894.18,91992.27,117098.80,369599.26,436490.02,380919.24,854939.48,291041.06,406392.39,108756.47,150702.13,173768.06,127156.05,240134.06,320645.70,197911.32,211846.02,191384.99,158585.46,141960.34,137763.74,383191.22,375125.50,397252.11,995520.68,326596.46,561603.75,163318.94,163257.82,210559.64,240134.06,197911.32,141960.34,383191.22,561603.75,163318.94
P0AG84,Uncharacterized oxidoreductase yghA OS=Escherichia coli (strain K12) GN=yghA PE=1 SV=1,yghA,31450.32209,2,66.04,0.01,0.03,0.08,0.05,0.13,0.00,0.00,0.01,0.01,0.11,1,4,2,3,9,46,66.03,56.52,70.91,74.52,130.47,9.90,1843.57,2315.94,4765.40,5339.74,17738.74,6271.74,30304.08,4539.25,12481.37,8645.40,1309.98,10725.25,179375.37,14975.44,17658.11,118945.07,179425.87,179392.68,1843.57,2326.48,5901.78,5815.79,14185.83,5750.58,31639.05,7004.86,14684.01,8963.33,1125.81,11185.12,208870.80,16804.93,24402.18,178619.09,194374.66,217375.15,2326.48,5815.79,14684.01,8963.33,24402.18,194374.66
P76502,Phosphohistidine phosphatase sixA OS=Escherichia coli (strain K12) GN=sixA PE=1 SV=1,sixA,17178.5693,2,107.98,0.80,1.26,0.76,1.32,0.57,0.24,0.08,0.12,0.08,0.03,54,37,88,75,40,46,23.53,5.35,7.42,18.07,29.71,12.72,28889.32,34278.91,36872.40,49962.04,69727.63,54831.26,31300.02,23842.02,27391.15,49680.45,84304.87,54469.17,16765.28,31067.43,17773.12,26653.49,39816.07,42140.56,28889.32,34435.04,45665.18,54416.25,55761.82,50275.04,32678.86,36792.46,32224.99,51507.44,72452.76,56804.67,19522.06,34862.82,24561.11,40025.39,43133.34,51062.90,34435.04,54416.25,32678.86,56804.67,24561.11,43133.34
P64448,Uncharacterized protein ynbE OS=Escherichia coli (strain K12) GN=ynbE PE=4 SV=1,ynbE,6817.65486,2,42.04,0.88,1.11,1.14,0.85,0.88,0.63,0.23,0.40,0.71,0.66,59,55,78,48,62,45,3.25,3.04,30.09,7.45,1.69,39.38,47317.66,47116.53,40405.93,55015.34,75481.90,62224.59,47032.09,57111.87,52308.81,44098.76,51096.50,48561.18,40816.46,43085.77,33825.42,35857.67,22402.44,45637.97,47317.66,47331.13,50041.33,59920.07,60363.56,57054.02,49103.96,88133.72,61539.98,45720.48,43913.03,50643.36,47528.08,48349.40,46744.19,53847.25,24268.89,55300.82,47331.13,59920.07,61539.98,45720.48,47528.08,53847.25
P0AEN4,Cell division protein ftsL OS=Escherichia coli (strain K12) GN=ftsL PE=3 SV=1,ftsL,13600.25765,2,114.13,0.80,0.86,0.71,1.13,0.76,0.10,0.04,0.14,0.50,0.09,53,33,59,63,52,45,12.46,10.08,16.42,20.35,23.44,8.71,76195.42,71885.12,73550.92,75503.92,87131.36,92027.78,63684.93,56961.92,57210.22,86994.53,157049.02,103141.94,48349.40,64147.95,65450.13,72511.97,85757.84,78629.16,76195.42,72212.54,91090.24,82235.24,69679.73,84380.71,66490.39,87902.31,67306.36,90193.74,134970.08,107564.41,56299.69,71984.67,90447.16,108890.80,92902.72,95277.17,76195.42,82235.24,67306.36,107564.41,71984.67,95277.17
P0A9W0,HTH-type transcriptional regulator ulaR OS=Escherichia coli (strain K12) GN=ulaR PE=1 SV=1,ulaR,27566.3263,2,128.45,0.79,1.72,0.67,1.52,1.25,0.51,0.08,0.67,0.15,0.60,51,31,117,84,85,44,27.94,15.51,32.39,12.09,27.54,37.18,164632.26,93578.41,99113.00,256983.51,336795.81,226277.70,100206.66,68225.24,150763.73,248228.27,234969.16,227804.15,168003.51,114459.53,164779.80,67569.75,202822.65,129006.86,164632.26,94004.63,122747.98,279894.07,269338.63,207475.08,104620.99,105283.61,177369.68,257356.84,201935.72,237571.82,195629.02,128442.62,227713.30,101469.09,219720.74,156321.23,122747.98,269338.63,105283.61,237571.82,195629.02,156321.23
P0AGA6,Transcriptional regulatory protein uhpA OS=Escherichia coli (strain K12) GN=uhpA PE=1 SV=1,uhpA,20857.9082,2,182.51,0.39,0.67,0.79,1.18,0.79,0.01,0.10,0.62,0.32,0.23,25,37,45,65,54,44,16.20,3.36,24.03,5.27,21.56,30.42,42504.65,58259.62,39267.10,73379.67,106697.33,91399.85,93933.62,82482.78,67056.26,142008.34,164678.49,150553.41,86290.70,87960.27,48158.73,106660.88,78666.23,102586.24,42504.65,58524.97,48630.93,79921.61,85326.82,83804.95,98071.61,127285.51,78889.98,147230.67,141526.95,157008.77,100479.83,98706.04,66551.74,160172.00,85220.28,124306.64,48630.93,83804.95,98071.61,147230.67,98706.04,124306.64
P0ACZ4,Positive transcription regulator evgA OS=Escherichia coli (strain K12) GN=evgA PE=1 SV=1,evgA,22657.79834,2,68.32,0.93,0.53,0.67,0.36,1.34,0.82,0.04,0.72,0.08,0.12,57,29,34,19,86,41,38.68,38.11,47.37,59.61,9.44,21.89,191121.43,126826.07,70539.04,92757.85,90785.56,49503.89,85779.35,59646.88,164308.26,41526.47,57587.33,113913.56,141973.40,178066.73,133433.18,114109.05,126973.41,91020.90,191121.43,127403.73,87360.13,101027.38,72602.03,45390.34,89558.12,92045.68,193304.47,43053.60,49491.34,118797.89,165318.67,199820.47,184394.63,171356.87,137552.15,110292.59,127403.73,72602.03,92045.68,49491.34,184394.63,137552.15
Q47083,HTH-type transcriptional regulator cbl OS=Escherichia coli (strain K12) GN=cbl PE=1 SV=2,cbl,35815.80719,2,158.56,0.06,0.14,0.81,1.34,0.09,0.00,0.00,0.37,0.48,0.03,4,35,9,69,6,41,34.93,32.38,21.33,24.89,113.96,12.30,11511.75,10216.54,15382.02,12861.62,32840.16,29250.53,133223.62,135239.28,134442.88,167695.83,336611.58,249281.06,14907.92,14400.46,82102.65,156399.47,179415.50,155379.30,11511.75,10263.07,19050.10,14008.25,26262.57,26819.94,139092.41,208698.12,158168.61,173862.82,289288.60,259969.61,17359.29,16159.71,113459.69,234864.14,194363.43,188277.46,11511.75,26262.57,158168.61,259969.61,17359.29,194363.43
P37750,Putative lipopolysaccharide biosynthesis O-acetyl transferase wbbJ OS=Escherichia coli (strain K12) GN=wbbJ PE=3 SV=2,wbbJ,21643.43555,2,84.5,1.69,0.06,0.69,0.13,2.93,0.00,0.00,0.43,0.00,0.00,101,30,4,7,183,40,11.30,41.60,32.76,42.18,30.26,11.21,193952.59,179785.81,181376.09,10326.03,6307.16,7398.31,112676.88,40447.56,67317.06,14767.60,10311.23,20889.58,288950.18,195306.97,298980.43,62547.96,105837.34,94991.57,193952.59,180604.68,224627.94,11246.61,5043.89,6783.55,117640.55,62417.73,79196.80,15310.68,8861.61,21785.28,336463.44,219166.89,413168.49,93927.90,114655.14,115103.96,193952.59,6783.55,79196.80,15310.68,336463.44,114655.14
P0A881,Trp operon repressor OS=Escherichia coli (strain K12) GN=trpR PE=1 SV=2,trpR,12329.43056,2,42,1.02,0.62,1.04,0.70,0.69,1.00,0.00,0.93,0.23,0.02,57,42,36,33,41,38,13.62,9.07,14.40,27.92,7.40,12.44,71385.19,82029.02,75789.07,50536.09,57382.94,54941.94,69274.69,54311.29,82090.69,54842.67,62734.09,83618.57,48082.28,49165.48,45578.37,53837.53,67398.45,77031.33,71385.19,82402.64,93862.11,55041.48,45889.65,50376.52,72326.39,83811.93,96577.60,56859.50,53914.54,87203.92,55988.64,55171.84,62985.89,80847.50,73013.72,93341.03,82402.64,50376.52,83811.93,56859.50,55988.64,80847.50
